baselineId	groupId	unitNo	sequenceNo	section	title	pageStart	pageEnd	extractionMode	pdfMd5	risk	status	disposition	reviewer	reviewedAt	correctionCount	evidence	notes
pephr3-026	pephr3	5	26	Reading for Writing	The Million Pound Bank Note — Act 2, Scene 1	63	63	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	10	content/pep-english/reviewed-corrections.json#pephr3-026	逐轮对照PDF第63页；按视觉双栏顺序恢复完整Act 2 Scene 1，保留全部旁白、台词、舞台指示和有意省略，删除教学指令和电影剧照。
pephr3-027	pephr3	5	27	Assessing Your Progress	Act 2, Scene 2 and Grammar Exercises	65	65	text	31e51a16693d03177a5825f53f612a87	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	4	content/pep-english/reviewed-corrections.json#pephr3-027	逐项核对PDF第65页；Act 2 Scene 2含8个词框空格，后两篇亦为语法填空，未代做任何题目，因无完整场景或文章剔除。
pephr3-028	pephr3	1	28	Using Words and Expressions	Vocabulary and Translation Exercises	68	68	text	31e51a16693d03177a5825f53f612a87	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	3	content/pep-english/reviewed-corrections.json#pephr3-028	逐项核对PDF第68页；全页为词义匹配、派生词填空和中译英，未作答，因无完整文章、范文或连贯对话剔除。
pephr3-029	pephr3	4	29	Reading	The Chinese Spring Festival	71	71	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	4	content/pep-english/reviewed-corrections.json#pephr3-029	逐行核对PDF第71页；按两幅图片周围的视觉顺序恢复完整四段正文，第72页仅为后续练习，连同教学指令、页眉页脚一并排除。
pephr3-030	pephr3	1	30	Expanding Your World	Winter Carnival in Quebec	73	73	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	8	content/pep-english/reviewed-corrections.json#pephr3-030	逐行核对PDF第73页；按Bonhomme照片周围的印刷顺序恢复完整八段专题文章，确认第74页已进入Unit 2词汇练习，排除图片、图注和页眉页脚。
pephr3-031	pephr3	2	31	Reading and Writing	The Taxi Ride I'll Never Forget	77	78	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	18	content/pep-english/reviewed-corrections.json#pephr3-031	逐行核对PDF第77—78页；合并并恢复完整十八段故事，删除hospice中文释义，排除教学指令、改编说明、分析表、讨论题和写作规划器。
pephr3-032	pephr3	2	32	Reading and Writing	The Taxi Ride I'll Never Forget (continuation)	78	78	text	31e51a16693d03177a5825f53f612a87	normal	passed	removed-merged-continuation	Codex visual review	2026-07-22	3	content/pep-english/reviewed-corrections.json#pephr3-032	逐行核对PDF第78页；三段结尾已合并进pephr3-031，不另建残缺课文；其余均为分析、讨论和写作任务。
pephr3-033	pephr3	3	33	Using Words and Expressions / Using Structures	Vocabulary and Ellipsis Exercises	81	81	text	31e51a16693d03177a5825f53f612a87	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	4	content/pep-english/reviewed-corrections.json#pephr3-033	逐项核对PDF第81页；该页为句子改写续题、8空词汇短文及省略练习，未代做或补全，因无完整文章、范文或连贯对话剔除。
pephr3-034	pephr3	3	34	Reading and Writing	Symbols of American Culture	83	83	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr3-034	逐行核对PDF第83页；恢复完整五段网页范文，排除正文上方3个答案空格、教学指令、照片、浏览器边框和页眉页脚。
pephr3-035	pephr3	3	35	Expanding Your World	New Zealand and Maori Culture — The Land of the Long White Cloud	85	85	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr3-035	逐行核对PDF第85页；按独木舟和kapa haka照片周围的视觉顺序恢复完整五段正文，保留毛利语词及长音符；确认第86页已进入Unit 4练习。
pephr3-036	pephr3	4	36	Using Structures	Infinitive and Shenzhou 11 Completion Exercises	88	88	text	31e51a16693d03177a5825f53f612a87	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	3	content/pep-english/reviewed-corrections.json#pephr3-036	逐项核对PDF第88页；全页为不定式补句和含7空的神舟十一号短文，未作答或补全，因无完整文章、范文或连贯对话剔除。
pephr3-037	pephr3	4	37	Reading and Writing	Homes on Mars?	89	89	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	4	content/pep-english/reviewed-corrections.json#pephr3-037	逐行核对PDF第89页；恢复完整四段正文，以版面主标题Homes on Mars?命名，将Humans Terraforming Mars识别为图片说明，排除教学指令、插图和页眉页脚。
pephr3-038	pephr3	4	38	Expanding Your World	Space Science Explainers (four texts)	91	91	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-split	Codex visual review	2026-07-22	4	content/pep-english/reviewed-corrections.json#pephr3-038	逐行核对PDF第91页；确认信息图由大爆炸、哈勃望远镜、FAST和量子卫星四篇各有独立标题与主题的完整说明文组成，拆为四课并排除照片、连接线和页眉页脚。
pephr3-039	pephr3	5	39	Using Words and Expressions / Using Structures	Cloze, Translation and Modal Exercises	93	93	text	31e51a16693d03177a5825f53f612a87	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	3	content/pep-english/reviewed-corrections.json#pephr3-039	逐项核对PDF第93页；该页为8空裁缝店短文、6道中译英及情态动词例句，未补空、翻译或把零散例句当课文，予以剔除。
pephr3-040	pephr3	5	40	Using Structures	Modal Verb Exercises	94	94	text	31e51a16693d03177a5825f53f612a87	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	4	content/pep-english/reviewed-corrections.json#pephr3-040	逐项核对PDF第94页；开头仅为第93页情态动词例句续文，其后是谚语填空、8空对话和6道补句，未代做，因无完整文章或连贯对话剔除。
pephr3-041	pephr3	5	41	Reading and Writing	The Million Pound Bank Note — Act 2, Scene 3	95	95	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	26	content/pep-english/reviewed-corrections.json#pephr3-041	逐轮核对PDF第95页；按视觉双栏顺序恢复完整Act 2 Scene 3，将印刷缩写展开为角色名，保留全部旁白、台词、舞台指示和有意省略，排除摘要选项、教学指令和电影剧照。
pephr3-042	pephr3	5	42	Expanding Your World	My Uncle Jules (Adapted)	97	97	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	16	content/pep-english/reviewed-corrections.json#pephr3-042	逐行核对PDF第97页；恢复从Havre开篇至Jules消失在甲板下的完整十六段改编故事，排除作者署名、肖像、栏目标题和页眉页脚。
pephs1-001	pephs1	1	1	Reading and Thinking	Tu Youyou Awarded Nobel Prize	9	10	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephs1-001	逐行核对PDF第9—10页；合并恢复完整五段新闻特写，第10页先续完最后两段再进入练习；排除课时标题、日期行、导入题、策略框、照片、问题和流程图。
pephs1-002	pephs1	1	2	Learning About Language	Vocabulary and Lu Xun Cloze Exercises	11	11	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	3	content/pep-english/reviewed-corrections.json#pephs1-002	逐项核对PDF第11页；全页为词义题、同根词填空和含6空的鲁迅传记，未代做或补全；确认第12页转入定语从句练习，故剔除。
pephs1-003	pephs1	1	3	Using Language	The Man Who Changed Our Understanding of the Universe	15	16	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	retained-corrected	Codex visual review	2026-07-22	6	content/pep-english/reviewed-corrections.json#pephs1-003	逐行核对PDF第15—16页；合并恢复完整六段爱因斯坦传记，第16页补足第五段结尾及末段；排除教学指令、肖像、时间轴和全部分析写作活动，并纠正基线Unit误判。
pephs1-004	pephs1	1	4	Project	Three Book-Report Examples	18	18	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	retained-split	Codex visual review	2026-07-22	3	content/pep-english/reviewed-corrections.json#pephs1-004	逐栏核对PDF第18页；确认曹雪芹传记、The Story of My Life和Steve Jobs三个卡片各自为独立完整书评范例，拆成三课，排除讨论题、作业说明、肖像和书目信息标签。
pephs1-005	pephs1	2	5	Reading and Thinking	Smart Homes to Make Life Easier	21	22	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephs1-005	逐行核对PDF第21—22页；按视觉双栏顺序合并恢复完整五部分文章，第22页先续完健康监测，再接防灾部分和结论；排除导入题、策略框、小标题、背景图、表格、完形摘要和讨论题。
pephs1-006	pephs1	2	6	Reading and Thinking	Smart Homes to Make Life Easier (continuation)	22	22	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	removed-merged-continuation	Codex visual review	2026-07-22	3	content/pep-english/reviewed-corrections.json#pephs1-006	逐行核对PDF第22页；健康监测续文、防灾部分和结论已合并进pephs1-005，不另建残缺课文；其余为表格、7空摘要和讨论题。
pephs1-007	pephs1	2	7	Learning About Language	Future Progressive Exercises	24	24	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	4	content/pep-english/reviewed-corrections.json#pephs1-007	逐项核对PDF第24页；全页为将来进行时例句、作息选择题、5道动词填空及按行程编对话任务，未作答或编写；Jack短段仅作语法题材料，不作为独立课文收录。
pephs1-008	pephs1	2	8	Using Language	Should We Fight New Technology?	27	27	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	retained-corrected	Codex visual review	2026-07-22	4	content/pep-english/reviewed-corrections.json#pephs1-008	逐行核对PDF第27页；恢复完整四段观点文章，确认第28页全为后续活动；排除课时标题、教学指令、Amish照片和页眉页脚。
pephs1-009	pephs1	2	9	Project	A Letter from Future Bingbing	30	30	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	retained-corrected	Codex visual review	2026-07-22	7	content/pep-english/reviewed-corrections.json#pephs1-009	逐段核对PDF第30页；从称呼到署名恢复完整未来职业范文信，共7个正文块；排除头脑风暴题、作业标准、展示指令、插图和页眉页脚。
pephs1-010	pephs1	3	10	Reading and Thinking	Experience a national park	33	33	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	retained-corrected	Codex visual review	2026-07-22	4	content/pep-english/reviewed-corrections.json#pephs1-010	逐行核对PDF第33–34页；恢复完整四段Sarek国家公园特写并确认跨页接续顺序；原页小标题留作匹配题，未擅自填入；排除教学指令、策略框、图片、问题、不完整摘要和页眉页脚。
pephs1-011	pephs1	3	11	Reading and Thinking	Sight Touch Smell Ta s t e Sound	34	34	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	merged-continuation	Codex visual review	2026-07-22	0	content/pep-english/reviewed-corrections.json#pephs1-011	逐项核对PDF第34页；该页正文是第33页Sarek文章第3段的结尾和完整第4段，已并入pephs1-010；其余为感官分析、理解题、不完整词汇摘要和讨论题，均不收录。
pephs1-012	pephs1	3	12	Reading and Thinking	Build up your vocabulary	35	35	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	0	content/pep-english/reviewed-corrections.json#pephs1-012	逐项核对PDF第35页；全页为词义匹配、构词分析及含7处空白的东北虎豹国家公园练习，未填写答案或补写正文，不作为独立课文收录。
pephs1-013	pephs1	3	13	Reading and Thinking	Discover useful structures	36	36	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	0	content/pep-english/reviewed-corrections.json#pephs1-013	逐项核对PDF第36页并检查相邻第37页；本页为-ing形式辨析、改写和含8处空白的西溪湿地练习及写作任务，未作答或创作；第37页仅含听力任务、照片和地图，无可独立收录正文。
pephs1-014	pephs1	3	14	Reading and Thinking	Asking for and giving directions	38	38	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	retained-corrected	Codex visual review	2026-07-22	4	content/pep-english/reviewed-corrections.json#pephs1-014	逐行核对PDF第38–39页并检查第40页边界；恢复完整四段主题公园文章，顺序为总述、Disneyland、Dollywood和Chimelong Ocean Kingdom；排除前置问路短语、指令、图片、不完整表格和后续写作活动。
pephs1-015	pephs1	3	15	Reading and Thinking	Dollywood, in the beautiful Smoky Mountains in	39	39	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	merged-continuation	Codex visual review	2026-07-22	0	content/pep-english/reviewed-corrections.json#pephs1-015	逐项核对PDF第39页；该页的Dollywood和Chimelong两段均属第38页主题公园文章，已按印刷顺序并入pephs1-014；未填写页面下方理解表格。
pephs1-016	pephs1	4	16	Reading and Thinking	Understand body language	45	45	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	retained-corrected	Codex visual review	2026-07-22	6	content/pep-english/reviewed-corrections.json#pephs1-016	逐行核对PDF第45–46页；恢复完整六段肢体语言文章，确认第46页两段结尾的跨页顺序；排除表演提示、策略框、照片、不完整表格、问题、视频活动和页眉页脚。
pephs1-017	pephs1	4	17	Reading and Thinking	Some gestures seem to have the same meaning everywhere. Placing your hands	46	46	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	merged-continuation	Codex visual review	2026-07-22	0	content/pep-english/reviewed-corrections.json#pephs1-017	逐项核对PDF第46页；该页前两段是第45页文章的“通用手势”和“微笑”结尾，已并入pephs1-016；其余表格、讨论题和视频题不收录。
pephs1-018	pephs1	4	18	Reading and Thinking	Build up your vocabulary	47	47	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	0	content/pep-english/reviewed-corrections.json#pephs1-018	逐项核对PDF第47页；全页为词形表、词汇辨析和含8处空白的肢体语言练习，未填写词族、扩充词表或补全短文，不作为独立课文收录。
pephs1-019	pephs1	4	19	Reading	Listening and Speaking	50	50	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	retained-corrected	Codex visual review	2026-07-22	1	content/pep-english/reviewed-corrections.json#pephs1-019	逐行核对PDF第50页；保留用于停顿练习但正文完整的超市买牛肉短文，未插入停顿符号；排除澄清用语、三条引语、表演步骤、问题和教学指令。
pephs1-020	pephs1	4	20	Reading	confused. I know when students are really interested, however, because they lean forward and	51	51	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	retained-corrected	Codex visual review	2026-07-22	7	content/pep-english/reviewed-corrections.json#pephs1-020	逐行核对PDF第51页；恢复完整七段教师观察文章，确认底部左栏转入右栏的两段接续；排除照片和页眉页脚，并检查第52页仅为后续活动。
pephs1-021	pephs1	4	21	Reading	Assessing Your Progress	53	53	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	0	content/pep-english/reviewed-corrections.json#pephs1-021	逐项核对PDF第53页并检查第52、54页；本页为含8处空白的身体语言进度检测、-ing分类和反思题，未补空或分类；相邻页均为活动/项目页，无跨页正文。
pephs1-022	pephs1	5	22	Reading and Thinking	Get to know an agricultural scientist	57	57	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	retained-corrected	Codex visual review	2026-07-22	6	content/pep-english/reviewed-corrections.json#pephs1-022	逐行核对PDF第57–58页；恢复完整六段袁隆平人物特写，确认第4段在“is comprised of”处跨页接续；排除导入题、主旨匹配、照片、理解题、构词练习、策略框和页眉页脚。
pephs1-023	pephs1	5	23	Reading and Thinking	comprised of crops generated from Yuan's hybrid strains, and his strains have allowed	58	58	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	merged-continuation	Codex visual review	2026-07-22	0	content/pep-english/reviewed-corrections.json#pephs1-023	逐项核对PDF第58页；该页顶部续接第57页第4段并含第5、6段，已全部并入pephs1-022；其余理解题、五处填空和讨论题不收录。
pephs1-024	pephs1	5	24	Reading and Thinking	Discover useful structures	60	60	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	retained-corrected	Codex visual review	2026-07-22	1	content/pep-english/reviewed-corrections.json#pephs1-024	逐行核对PDF第60页；保留无空缺、语义完整的祖父母搬往乡村短文；排除主语从句示例、配对翻译、展示任务和表达清单，未替学生完成任何练习。
pephs1-025	pephs1	5	25	Reading and Thinking	Listening and Speaking	62	62	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephs1-025	逐行核对PDF第62–63页；恢复完整五段化学农业与有机农业比较文章，确认第4段跨页接续；排除观点表达、教学指令、图片、理解题、不完整表格和页眉页脚。
pephs1-026	pephs1	5	26	Reading and Thinking	crop grown in each field every year. For instance, they	63	63	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	merged-continuation	Codex visual review	2026-07-22	0	content/pep-english/reviewed-corrections.json#pephs1-026	逐项核对PDF第63页；该页顶部续接第62页第4段并含完整第5段，已并入pephs1-025；其余六道理解题和缺项表格不收录。
pephs1-027	pephs1	5	27	Reading and Thinking	Assessing Your Progress	65	65	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	0	content/pep-english/reviewed-corrections.json#pephs1-027	逐项核对PDF第65页并检查第64、66页；贾思勰短文含8处空白，后接7处主语从句填空和反思题，均未作答；相邻页为写作与项目活动，无跨页正文。
pephs1-028	pephs1	5	28	Reading and Thinking	Earth University	67	67	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	0	content/pep-english/reviewed-corrections.json#pephs1-028	逐项核对PDF第67页；Earth University预观看短文含8处空白，后接选择题和讨论题，未补写或作答；顶部两句仅为视频简介，不作为独立课文。
pephs1-029	pephs1	1	29	Reading	HEROES IN YOUR EYES	71	71	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	split-independent-texts	Codex visual review	2026-07-22	6	content/pep-english/reviewed-corrections.json#pephs1-029	逐段核对PDF第71页；识别出黄大年和长屿岛两位教师两篇独立署名投稿，各拆为一课、各3段；排除征稿说明、总标题、教学指令、照片和署名。
pephs1-030	pephs1	1	30	Reading	My mother, Liu Shurong, is my greatest inspiration. She is 47 years	72	72	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	retained-corrected	Codex visual review	2026-07-22	3	content/pep-english/reviewed-corrections.json#pephs1-030	逐行核对PDF第72页；恢复关于母亲刘淑荣的完整三段投稿；排除照片、署名、判断题、不完整笔记表和写作提示。
pephs1-031	pephs1	1	31	Reading	THREE DAYS TO SEE (Adapted)	73	73	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	retained-corrected	Codex visual review	2026-07-22	12	content/pep-english/reviewed-corrections.json#pephs1-031	逐行核对PDF第73–74页；恢复Helen Keller改编文章完整12段并确认跨页顺序；排除标题作者元数据、嵌图引语、照片和页眉页脚。
pephs1-032	pephs1	1	32	Reading	For instance, can you describe accurately the faces of	74	74	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	merged-continuation	Codex visual review	2026-07-22	0	content/pep-english/reviewed-corrections.json#pephs1-032	逐项核对PDF第74页；该页8段均为Three Days to See后半，已并入pephs1-031；照片和页眉页脚不收录。
pephs1-033	pephs1	2	33	Reading	Using Structures that the computer technolog y in your time	76	76	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	0	content/pep-english/reviewed-corrections.json#pephs1-033	逐项核对PDF第76页并检查第77页；本页为8道将来进行时填空、含13处空白的未来信和开放造句，均未作答；第77页仅为听力任务，无印刷对话正文。
pephs1-034	pephs1	2	34	Reading	on animals. Cloning plants is fairly straightforward, while cloning animals is much more	78	78	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	retained-corrected	Codex visual review	2026-07-22	6	content/pep-english/reviewed-corrections.json#pephs1-034	逐行核对PDF第78–79页；按教材六个主题段恢复完整克隆文章，羊克隆9个步骤全部保留为连续正文，仅去除中文词注；排除图示、照片、问题、匹配和写作任务。
pephs1-035	pephs1	2	35	Reading	animals, which could be used for human organ transplants or medical treatments. Finally, cloning	79	79	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	merged-continuation	Codex visual review	2026-07-22	0	content/pep-english/reviewed-corrections.json#pephs1-035	逐项核对PDF第79页；未来用途、伦理顾虑和结论三段均属第78页克隆文章，已并入pephs1-034；其余活动不收录。
pephs1-036	pephs1	2	36	Reading	OUR GREATEST ADVENTURE	80	80	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	retained-corrected	Codex visual review	2026-07-22	8	content/pep-english/reviewed-corrections.json#pephs1-036	逐行核对PDF第80–81页；恢复完整八段未来科技文章，确认虚拟现实段在“a computer”处跨页接续；排除照片和页眉页脚。
pephs1-037	pephs1	2	37	Reading	a computer—but will also allow us	81	81	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	merged-continuation	Codex visual review	2026-07-22	0	content/pep-english/reviewed-corrections.json#pephs1-037	逐项核对PDF第81页；本页是Our Greatest Adventure虚拟现实段后半及其余四段，已全部并入pephs1-036；图片和页眉页脚不收录。
pephs1-038	pephs1	3	38	Reading	Using Words and Expressions	82	82	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	0	content/pep-english/reviewed-corrections.json#pephs1-038	逐项核对PDF第82页并检查第83–84页；本页为词汇填空、含8空对话、改写和翻译，均未作答；相邻页为语法和听力活动，无完整印刷正文。
pephs1-039	pephs1	3	39	Reading	Dear Sis,	85	85	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	retained-corrected	Codex visual review	2026-07-22	11	content/pep-english/reviewed-corrections.json#pephs1-039	逐行核对PDF第85页；从称呼到署名恢复Chris的完整香格里拉度假邮件，共11块；排除指令、风景图和页眉页脚，并确认第86页仅为后续练习。
pephs1-040	pephs1	3	40	Reading	best family holidays involve things like picnics, camping, hikes, and forest walks. Exploring nature	87	87	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	retained-corrected	Codex visual review	2026-07-22	6	content/pep-english/reviewed-corrections.json#pephs1-040	逐行核对PDF第87–88页；恢复完整六段国家公园专题，确认Serengeti段在“year in the park”处跨页接续；排除照片和页眉页脚。
pephs1-041	pephs1	3	41	Reading	Not all famous national parks are on land. Some national	88	88	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	merged-continuation	Codex visual review	2026-07-22	0	content/pep-english/reviewed-corrections.json#pephs1-041	逐项核对PDF第88页；该页包含Serengeti段结尾及Great Barrier Reef、Sanjiangyuan和总结三段，已全部并入pephs1-040；图片和页眉页脚不收录。
pephs1-042	pephs1	4	42	Reading	Using Structures	90	90	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	0	content/pep-english/reviewed-corrections.json#pephs1-042	逐项核对PDF第90页并检查第91页；本页为故意含错短文、含9处中译英空白的对话和开放造句，未静默改错、翻译或编写；第91页仅为听力活动。
pephs1-043	pephs1	4	43	Reading	ANIMAL BODY LANGUAGE	92	92	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	retained-corrected	Codex visual review	2026-07-22	4	content/pep-english/reviewed-corrections.json#pephs1-043	逐行核对PDF第92页并检查第93页；恢复完整四段动物肢体语言文章，按引言、狗、大象、海豚顺序；排除指令、图片和页眉页脚。
pephs1-044	pephs1	4	44	Reading	BEING FUNNY WITHOUT	94	94	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	retained-corrected	Codex visual review	2026-07-22	7	content/pep-english/reviewed-corrections.json#pephs1-044	逐行核对PDF第94–95页；恢复完整七段卓别林专题，核对跨页顺序及图片绕排；第96页仅为练习。
pephs1-045	pephs1	4	45	Reading	In 1914 and 1915, Chaplin worked almost	95	95	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	merged-continuation	Codex visual review	2026-07-22	0	content/pep-english/reviewed-corrections.json#pephs1-045	逐项核对PDF第95页；该页四个结尾段已全部并入pephs1-044，照片和页眉页脚不收录。
pephs1-046	pephs1	5	46	Reading	BETTER, GREENER LIVES AWAY FROM THE CITY	99	99	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	retained-corrected	Codex visual review	2026-07-22	4	content/pep-english/reviewed-corrections.json#pephs1-046	逐行核对PDF第99页并检查第98、100页；恢复完整四段返乡发展农业专题，排除预测题、阅读指令、图片和后续练习。
pephs1-047	pephs1	5	47	Reading	AMAZING METHODS OF	101	101	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	retained-corrected	Codex visual review	2026-07-22	8	content/pep-english/reviewed-corrections.json#pephs1-047	逐行核对PDF第101–102页；恢复完整八段农业技术专题，确认滴灌段在“The limited”处跨页接续，并核对三处图片绕排；第103页进入附录。
pephs1-048	pephs1	5	48	Reading	fibre mat. Nutrient-rich water is then provided so that	102	102	text	f19c4231e96ee3a9c769533d676f1106	normal	passed	merged-continuation	Codex visual review	2026-07-22	0	content/pep-english/reviewed-corrections.json#pephs1-048	逐项核对PDF第102页；该页包含滴灌段结尾及水培、农业机械和总结段，已全部并入pephs1-047；图片和页眉页脚不收录。
pephs2-001	pephs2	1	1	Reading and Thinking	Understand the questioning mind	9	9	text	1a701f2205298de95ea59cfc71eb83cd	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephs2-001	逐行核对PDF第9–10页；恢复完整五段John Snow专题，核对霍乱地图周围绕排及第10页两个结尾段；排除全部指令、地图标注、练习和页眉页脚。
pephs2-002	pephs2	1	2	Reading and Thinking	the different water companies in London. Some companies sold water from the River	10	10	text	1a701f2205298de95ea59cfc71eb83cd	normal	passed	merged-continuation	Codex visual review	2026-07-22	0	content/pep-english/reviewed-corrections.json#pephs2-002	逐项核对PDF第10页；污染供水公司和Snow贡献两个结尾段已并入pephs2-001；不完整图表、问题编写、讨论和策略框不收录。
pephs2-003	pephs2	1	3	Reading and Thinking	Build up your vocabulary	11	11	text	1a701f2205298de95ea59cfc71eb83cd	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	0	content/pep-english/reviewed-corrections.json#pephs2-003	逐项核对PDF第11页；本页为词缀表、搭配/替换练习和含8处空白的感冒医学短文，未补词或伪造完整文章。
pephs2-004	pephs2	1	4	Reading and Thinking	Discover useful structures	12	12	text	1a701f2205298de95ea59cfc71eb83cd	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	0	content/pep-english/reviewed-corrections.json#pephs2-004	逐项核对PDF第12页并检查第13页；本页为表语从句练习及含9处空白且需重排的对话，未填空或重构；第13页开始听力活动。
pephs2-005	pephs2	1	5	Reading and Thinking	Listening and Speaking	14	14	text	1a701f2205298de95ea59cfc71eb83cd	normal	passed	split-multiple	Codex visual review	2026-07-22	8	content/pep-english/reviewed-corrections.json#pephs2-005	逐行核对PDF第14–15页；第14页含完整非牛顿流体演示范文，随后为跨页的钱学森七段传记，拆为两课并分别记录真实页码；排除活动指令、短语框和图片。
pephs2-006	pephs2	1	6	Reading and Thinking	did not let that discourage him from taking on the	15	15	text	1a701f2205298de95ea59cfc71eb83cd	normal	passed	retained-corrected	Codex visual review	2026-07-22	3	content/pep-english/reviewed-corrections.json#pephs2-006	逐行核对PDF第15–16页；恢复完整三段霍金传记，确认第15页图片绕排及跨页续接；钱学森结尾另并入pephs2-005的第二课。
pephs2-007	pephs2	1	7	Reading and Thinking	telescopes. A sta r was bor n. his disease. Above all, Hawking was willing	16	16	text	1a701f2205298de95ea59cfc71eb83cd	normal	passed	merged-continuation	Codex visual review	2026-07-22	0	content/pep-english/reviewed-corrections.json#pephs2-007	逐项核对PDF第16页；霍金大爆炸段结尾及性格总结段已并入pephs2-006；判断题、问题、写作任务和检查表不收录。
